Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [282, 595, 267], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 164}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [282, 595, 164], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [282, 595, 164], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""282,595,267;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""282,595,164;282,595,164""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,198760.15,0.0,0.879368,0.129216,0.0,0.025246,0.152767
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [682, 226, 288], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 231}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [682, 226, 231], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [682, 226, 231], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""682,226,288;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""682,226,231;682,226,231""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,186399.464706,0.0,0.907387,0.105048,0.0,0.014504,0.164909
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1020, 993], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 683}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1020, 683], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1020, 683], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1020,993;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1020,683;1020,683""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,4065.168382,0.0,0.929082,0.085193,0.0,0.032737,0.068168
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1444, 232], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 163}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1444, 163], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1444, 163], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1444,232;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1444,163;1444,163""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,1330.491912,0.0,0.806817,0.202953,0.0,0.036448,0.212349
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [132, 1609, 212], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 51}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [132, 1609, 51], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [132, 1609, 51], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""132,1609,212;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""132,1609,51;132,1609,51""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,187670.355147,0.0,0.787462,0.238783,0.0,0.030226,0.168879
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1142, 837], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 157}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1142, 157], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1142, 157], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1142,837;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1142,157;1142,157""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,3827.101471,0.0,0.933046,0.081063,0.0,0.030975,0.064596
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2015], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 194}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [194], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [194], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""2015;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""194;194""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,20.666176,0.0,0.867359,0.023198,0.0,0.104817,0.020707
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [24, 1628, 5, 15, 17], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 17}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [24, 1628, 5, 15, 17], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [24, 1628, 5, 15, 17], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""24,1628,5,15,17;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""24,1628,5,15,17;24,1628,5,15,17""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,1077870.603676,0.0,0.253207,0.480364,0.0,0.041657,0.416775
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [562, 1315], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 490}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [562, 490], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [562, 490], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""562,1315;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""562,490;562,490""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,3513.286765,0.0,0.947133,0.060961,0.0,0.029663,0.04463
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [54, 22, 34, 12, 117], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 109}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [54, 22, 34, 12, 109], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [54, 22, 34, 12, 109], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""54,22,34,12,117;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""54,22,34,12,109;54,22,34,12,109""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,280120.064706,0.0,0.66979,0.308461,0.0,0.034043,0.272564
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [513, 1819], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1574}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [513, 1574], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [513, 1574], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""513,1819;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""513,1574;513,1574""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,4307.249265,0.0,0.956973,0.062433,0.0,0.03465,0.040963
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1181, 834], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 409}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1181, 409], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1181, 409], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1181,834;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1181,409;1181,409""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,4014.375,0.0,0.92011,0.086681,0.0,0.031749,0.074483
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [433, 381, 278], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 174}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [433, 381, 174], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [433, 381, 174], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""433,381,278;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""433,381,174;433,381,174""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,211792.361765,0.0,0.857397,0.157427,0.0,0.026198,0.142447
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [6, 225, 3, 628, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [6, 225, 3, 628, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [6, 225, 3, 628, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""6,225,3,628,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""6,225,3,628,16;6,225,3,628,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,172838.191912,0.0,0.553537,0.662139,0.0,0.128527,0.229708
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [29, 660, 31, 4, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 23}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [29, 660, 31, 4, 23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [29, 660, 31, 4, 23], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""29,660,31,4,28;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""29,660,31,4,23;29,660,31,4,23""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,664972.913235,0.0,0.327745,0.341764,0.0,0.041212,0.54098
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [708, 488, 4, 29], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 18}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [708, 488, 4, 18], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [708, 488, 4, 18], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""708,488,4,29;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""708,488,4,18;708,488,4,18""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,376994.844853,0.0,0.336599,0.324101,0.0,0.043833,0.553289
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1013, 77], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 42}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1013, 42], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1013, 42], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1013,77;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1013,42;1013,42""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,454.195588,0.0,0.614436,0.273153,0.0,0.04378,0.339964
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [379, 400, 389], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 85}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [379, 400, 85], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [379, 400, 85], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""379,400,389;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""379,400,85;379,400,85""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,256176.477206,0.0,0.889845,0.131955,0.0,0.026679,0.09478
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1739, 158, 10, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1739, 158, 10, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1739, 158, 10, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1739,158,10,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1739,158,10,16;1739,158,10,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,186718.593382,0.0,0.55353,0.662129,0.0,0.12853,0.229722
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [107, 2, 199, 51, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [107, 2, 199, 51, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [107, 2, 199, 51, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""107,2,199,51,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""107,2,199,51,16;107,2,199,51,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,147626.486029,0.0,0.553407,0.661981,0.0,0.128734,0.229652
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [528], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 110}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [110], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [110], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""528;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""110;110""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,6.375,0.0,0.634833,0.057439,0.0,0.175548,0.053979
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [472, 313, 27, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [472, 313, 27, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [472, 313, 27, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""472,313,27,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""472,313,27,16;472,313,27,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,271621.058088,0.0,0.552407,0.660791,0.0,0.130275,0.229272
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [112, 26, 9, 44, 29], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [112, 26, 9, 44, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [112, 26, 9, 44, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""112,26,9,44,29;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""112,26,9,44,16;112,26,9,44,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,171139.249265,0.0,0.61869,0.58187,0.0,0.080361,0.116669
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [49, 2, 60, 99, 91], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 71}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [49, 2, 60, 99, 71], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [49, 2, 60, 99, 71], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""49,2,60,99,91;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""49,2,60,99,71;49,2,60,99,71""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,286942.010294,0.0,0.671781,0.294296,0.0,0.033518,0.293703
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [859], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 766}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [766], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [766], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""859;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""766;766""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,9.439706,0.0,0.694345,0.049852,0.0,0.210936,0.057486
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 101, 311, 1, 149], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 47}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 101, 311, 1, 47], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [11, 101, 311, 1, 47], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""11,101,311,1,149;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""11,101,311,1,47;11,101,311,1,47""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,241506.946324,0.0,0.735616,0.287127,0.0,0.033562,0.208568
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12, 121, 45, 62, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12, 121, 45, 62, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [12, 121, 45, 62, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""12,121,45,62,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""12,121,45,62,16;12,121,45,62,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,275306.465441,0.0,0.553511,0.662111,0.0,0.128573,0.229704
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1542], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 618}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [618], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [618], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1542;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""618;618""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,16.605882,0.0,0.840684,0.031792,0.0,0.103702,0.031527
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7, 162, 5, 13, 692], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 489}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7, 162, 5, 13, 489], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [7, 162, 5, 13, 489], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""7,162,5,13,692;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""7,162,5,13,489;7,162,5,13,489""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,206682.672059,0.0,0.915836,0.115084,0.0,0.027164,0.087591
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25, 59, 246, 91], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 54}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25, 59, 246, 54], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [25, 59, 246, 54], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""25,59,246,91;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""25,59,246,54;25,59,246,54""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,179274.180882,0.0,0.670218,0.295159,0.0,0.034449,0.289697
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1616], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1517}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1517], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1517], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1616;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1517;1517""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,17.217647,0.0,0.843782,0.025453,0.0,0.070379,0.04672
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [9, 51, 1804, 81], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 44}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [9, 51, 1804, 44], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [9, 51, 1804, 44], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""9,51,1804,81;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""9,51,1804,44;9,51,1804,44""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,472985.866912,0.0,0.584855,0.384302,0.0,0.030419,0.250155
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [180, 93, 224, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [180, 93, 224, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [180, 93, 224, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""180,93,224,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""180,93,224,16;180,93,224,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,254819.715441,0.0,0.553532,0.662138,0.0,0.128535,0.229709
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [429, 189, 47, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [429, 189, 47, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [429, 189, 47, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""429,189,47,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""429,189,47,16;429,189,47,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,258917.302206,0.0,0.553607,0.662265,0.0,0.1285,0.229697
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [261, 52, 497], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 242}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [261, 52, 242], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [261, 52, 242], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""261,52,497;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""261,52,242;261,52,242""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,28778.926471,0.0,0.884281,0.126506,0.0,0.025865,0.09896
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 8, 55, 85, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 8, 55, 85, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [62, 8, 55, 85, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""62,8,55,85,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""62,8,55,85,16;62,8,55,85,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,158052.482353,0.0,0.551866,0.660145,0.0,0.131083,0.229086
