Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [11, 81, 52, 3870], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [11, 81, 52, 3870], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [11, 81, 52, 3870], ""is_host"": false}]",{},"""11,81,52,3870;11,81,52,3870""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""11,81,52,3870""",INT32,FORMAT_ND,2,47886.360294,0.0,0.053001,0.066809,0.0,0.88695,0.537459
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [299, 266, 1854], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [299, 266, 1854], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [299, 266, 1854], ""is_host"": false}]",{},"""299,266,1854;299,266,1854""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""299,266,1854""",FLOAT,FORMAT_ND,2,41971.843382,0.0,0.089299,0.049716,0.0,0.86395,0.513649
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [299, 266, 1854], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [299, 266, 1854], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [299, 266, 1854], ""is_host"": false}]",{},"""299,266,1854;299,266,1854""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""299,266,1854""",FLOAT16,FORMAT_ND,2,21150.8125,0.0,0.089882,0.083575,0.0,0.829134,0.487852
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [299, 266, 1854], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [299, 266, 1854], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [299, 266, 1854], ""is_host"": false}]",{},"""299,266,1854;299,266,1854""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""299,266,1854""",INT32,FORMAT_ND,2,40584.038971,0.0,0.049979,0.051414,0.0,0.901649,0.529537
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [422], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [422], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [422], ""is_host"": false}]",{},"""422;422""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""422""",FLOAT,FORMAT_ND,1,2.610294,0.0,0.028169,0.069296,0.0,0.467606,0.092394
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [422], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [422], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [422], ""is_host"": false}]",{},"""422;422""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""422""",FLOAT16,FORMAT_ND,1,1.727941,0.0,0.030638,0.102128,0.0,0.396596,0.224681
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [422], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [422], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [422], ""is_host"": false}]",{},"""422;422""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""422""",INT32,FORMAT_ND,1,1.383824,0.0,0.041445,0.127524,0.0,0.367694,0.153029
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [72], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [72], ""is_host"": false}]",{},"""72;72""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""72""",FLOAT,FORMAT_ND,1,1.279412,0.0,0.037931,0.131034,0.0,0.358621,0.133333
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [72], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [72], ""is_host"": false}]",{},"""72;72""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""72""",FLOAT16,FORMAT_ND,1,1.032353,0.0,0.029915,0.156695,0.0,0.440171,0.109687
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [72], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [72], ""is_host"": false}]",{},"""72;72""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""72""",INT32,FORMAT_ND,1,1.267647,0.0,0.034803,0.132251,0.0,0.359629,0.134571
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [102, 339], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [102, 339], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [102, 339], ""is_host"": false}]",{},"""102,339;102,339""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""102,339""",FLOAT,FORMAT_ND,2,13.965441,0.0,0.063708,0.046965,0.0,0.714158,0.371979
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [102, 339], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [102, 339], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [102, 339], ""is_host"": false}]",{},"""102,339;102,339""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""102,339""",FLOAT16,FORMAT_ND,2,7.016176,0.0,0.038986,0.088241,0.0,0.561622,0.329176
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [102, 339], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [102, 339], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [102, 339], ""is_host"": false}]",{},"""102,339;102,339""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""102,339""",INT32,FORMAT_ND,2,10.506618,0.0,0.046329,0.062496,0.0,0.715515,0.419973
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [160, 122, 25, 206], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [160, 122, 25, 206], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [160, 122, 25, 206], ""is_host"": false}]",{},"""160,122,25,206;160,122,25,206""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""160,122,25,206""",FLOAT,FORMAT_ND,2,28883.198529,0.0,0.090079,0.04335,0.0,0.869142,0.516252
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [160, 122, 25, 206], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [160, 122, 25, 206], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [160, 122, 25, 206], ""is_host"": false}]",{},"""160,122,25,206;160,122,25,206""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""160,122,25,206""",FLOAT16,FORMAT_ND,2,13918.175735,0.0,0.0513,0.084089,0.0,0.864491,0.50696
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [160, 122, 25, 206], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [160, 122, 25, 206], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [160, 122, 25, 206], ""is_host"": false}]",{},"""160,122,25,206;160,122,25,206""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""160,122,25,206""",INT32,FORMAT_ND,2,27654.914706,0.0,0.050739,0.045277,0.0,0.906663,0.537113
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [62, 3086, 296], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [62, 3086, 296], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [62, 3086, 296], ""is_host"": false}]",{},"""62,3086,296;62,3086,296""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""62,3086,296""",FLOAT,FORMAT_ND,2,14090.147794,0.0,0.192346,0.008562,0.0,0.99576,0.665412
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 3086, 296], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 3086, 296], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 3086, 296], ""is_host"": false}]",{},"""62,3086,296;62,3086,296""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""62,3086,296""",FLOAT16,FORMAT_ND,2,8162.371324,0.0,0.089883,0.078024,0.0,0.833713,0.487315
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [62, 3086, 296], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [62, 3086, 296], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [62, 3086, 296], ""is_host"": false}]",{},"""62,3086,296;62,3086,296""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""62,3086,296""",INT32,FORMAT_ND,2,14069.075,0.0,0.102825,0.008575,0.0,0.997056,0.683639
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [72], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [72], ""is_host"": false}]",{},"""72;72""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""72""",FLOAT,FORMAT_ND,1,2.369118,0.0,0.020484,0.070764,0.0,0.484171,0.085661
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [72], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [72], ""is_host"": false}]",{},"""72;72""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""72""",FLOAT16,FORMAT_ND,1,1.030882,0.0,0.029957,0.156919,0.0,0.440799,0.109843
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [72], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [72], ""is_host"": false}]",{},"""72;72""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""72""",INT32,FORMAT_ND,1,1.258824,0.0,0.035047,0.133178,0.0,0.36215,0.135514
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [14461, 1832], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [14461, 1832], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [14461, 1832], ""is_host"": false}]",{},"""14461,1832;14461,1832""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""14461,1832""",FLOAT,FORMAT_ND,2,6588.975735,0.0,0.101025,0.009311,0.0,0.999609,0.714702
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14461, 1832], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14461, 1832], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14461, 1832], ""is_host"": false}]",{},"""14461,1832;14461,1832""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""14461,1832""",FLOAT16,FORMAT_ND,2,3817.180882,0.0,0.088898,0.081076,0.0,0.83194,0.483651
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [14461, 1832], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [14461, 1832], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [14461, 1832], ""is_host"": false}]",{},"""14461,1832;14461,1832""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""14461,1832""",INT32,FORMAT_ND,2,6584.633824,0.0,0.054261,0.009317,0.0,0.999542,0.731051
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1053, 360, 312], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1053, 360, 312], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1053, 360, 312], ""is_host"": false}]",{},"""1053,360,312;1053,360,312""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1053,360,312""",FLOAT,FORMAT_ND,2,29622.264706,0.0,0.112942,0.009481,0.0,0.934454,0.620666
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1053, 360, 312], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1053, 360, 312], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1053, 360, 312], ""is_host"": false}]",{},"""1053,360,312;1053,360,312""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1053,360,312""",FLOAT16,FORMAT_ND,2,16640.294853,0.0,0.089756,0.089888,0.0,0.823965,0.479003
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1053, 360, 312], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1053, 360, 312], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1053, 360, 312], ""is_host"": false}]",{},"""1053,360,312;1053,360,312""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1053,360,312""",INT32,FORMAT_ND,2,29578.142647,0.0,0.101436,0.009495,0.0,0.943889,0.626124
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [22, 457, 70, 150], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [22, 457, 70, 150], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [22, 457, 70, 150], ""is_host"": false}]",{},"""22,457,70,150;22,457,70,150""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""22,457,70,150""",FLOAT,FORMAT_ND,2,30115.708088,0.0,0.098927,0.082248,0.0,0.823145,0.460893
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 457, 70, 150], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 457, 70, 150], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 457, 70, 150], ""is_host"": false}]",{},"""22,457,70,150;22,457,70,150""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""22,457,70,150""",FLOAT16,FORMAT_ND,2,15152.577941,0.0,0.090329,0.077668,0.0,0.833801,0.489087
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [22, 457, 70, 150], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [22, 457, 70, 150], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [22, 457, 70, 150], ""is_host"": false}]",{},"""22,457,70,150;22,457,70,150""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""22,457,70,150""",INT32,FORMAT_ND,2,29159.299265,0.0,0.073776,0.084946,0.0,0.845781,0.482348
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [484, 2198], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [484, 2198], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [484, 2198], ""is_host"": false}]",{},"""484,2198;484,2198""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""484,2198""",FLOAT,FORMAT_ND,2,265.616176,0.0,0.100942,0.011607,0.0,0.989439,0.725765
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [484, 2198], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [484, 2198], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [484, 2198], ""is_host"": false}]",{},"""484,2198;484,2198""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""484,2198""",FLOAT16,FORMAT_ND,2,152.065441,0.0,0.089213,0.081578,0.0,0.81114,0.478127
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [484, 2198], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [484, 2198], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [484, 2198], ""is_host"": false}]",{},"""484,2198;484,2198""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""484,2198""",INT32,FORMAT_ND,2,267.772794,0.0,0.053936,0.011497,0.0,0.989974,0.734927
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [386, 303, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [386, 303, 28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [386, 303, 28], ""is_host"": false}]",{},"""386,303,28;386,303,28""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""386,303,28""",FLOAT,FORMAT_ND,2,927.920588,0.0,0.090544,0.053893,0.0,0.855783,0.508923
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [386, 303, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [386, 303, 28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [386, 303, 28], ""is_host"": false}]",{},"""386,303,28;386,303,28""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""386,303,28""",FLOAT16,FORMAT_ND,2,460.413971,0.0,0.049684,0.098982,0.0,0.849116,0.503054
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [386, 303, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [386, 303, 28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [386, 303, 28], ""is_host"": false}]",{},"""386,303,28;386,303,28""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""386,303,28""",INT32,FORMAT_ND,2,904.138971,0.0,0.050565,0.055309,0.0,0.894261,0.528494
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [6], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [6], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [6], ""is_host"": false}]",{},"""6;6""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""6""",FLOAT,FORMAT_ND,1,2.348529,0.0,0.013776,0.069505,0.0,0.507201,0.060113
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [6], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [6], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [6], ""is_host"": false}]",{},"""6;6""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""6""",FLOAT16,FORMAT_ND,1,1.405882,0.0,0.021967,0.116109,0.0,0.442469,0.214435
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [6], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [6], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [6], ""is_host"": false}]",{},"""6;6""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""6""",INT32,FORMAT_ND,1,1.197059,0.0,0.025799,0.136364,0.0,0.361179,0.117936
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [12, 137, 46, 6, 380], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [12, 137, 46, 6, 380], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [12, 137, 46, 6, 380], ""is_host"": false}]",{},"""12,137,46,6,380;12,137,46,6,380""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""12,137,46,6,380""",FLOAT,FORMAT_ND,2,43019.073529,0.0,0.101271,0.009122,0.0,0.970682,0.657105
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12, 137, 46, 6, 380], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12, 137, 46, 6, 380], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12, 137, 46, 6, 380], ""is_host"": false}]",{},"""12,137,46,6,380;12,137,46,6,380""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""12,137,46,6,380""",FLOAT16,FORMAT_ND,2,24127.480882,0.0,0.093289,0.096839,0.0,0.813533,0.465602
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [12, 137, 46, 6, 380], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [12, 137, 46, 6, 380], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [12, 137, 46, 6, 380], ""is_host"": false}]",{},"""12,137,46,6,380;12,137,46,6,380""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""12,137,46,6,380""",INT32,FORMAT_ND,2,42949.704412,0.0,0.102673,0.009137,0.0,0.971786,0.657557
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [54], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [54], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [54], ""is_host"": false}]",{},"""54;54""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""54""",FLOAT,FORMAT_ND,1,2.319118,0.0,0.014585,0.073557,0.0,0.487001,0.063412
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [54], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [54], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [54], ""is_host"": false}]",{},"""54;54""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""54""",FLOAT16,FORMAT_ND,1,1.605882,0.0,0.019231,0.10348,0.0,0.39652,0.18956
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [54], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [54], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [54], ""is_host"": false}]",{},"""54;54""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""54""",INT32,FORMAT_ND,1,1.226471,0.0,0.02518,0.135492,0.0,0.372902,0.119904
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [41, 864, 2, 31, 58], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [41, 864, 2, 31, 58], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [41, 864, 2, 31, 58], ""is_host"": false}]",{},"""41,864,2,31,58;41,864,2,31,58""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""41,864,2,31,58""",FLOAT,FORMAT_ND,2,31347.598529,0.0,0.104279,0.011316,0.0,0.999911,0.759522
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [41, 864, 2, 31, 58], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [41, 864, 2, 31, 58], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [41, 864, 2, 31, 58], ""is_host"": false}]",{},"""41,864,2,31,58;41,864,2,31,58""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""41,864,2,31,58""",FLOAT16,FORMAT_ND,2,18115.914706,0.0,0.091472,0.091994,0.0,0.818846,0.482523
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [41, 864, 2, 31, 58], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [41, 864, 2, 31, 58], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [41, 864, 2, 31, 58], ""is_host"": false}]",{},"""41,864,2,31,58;41,864,2,31,58""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""41,864,2,31,58""",INT32,FORMAT_ND,2,31395.879412,0.0,0.05683,0.011298,0.0,0.999904,0.771572
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [633, 995], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [633, 995], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [633, 995], ""is_host"": false}]",{},"""633,995;633,995""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""633,995""",FLOAT,FORMAT_ND,2,184.377941,0.0,0.086328,0.04559,0.0,0.849175,0.505854
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [633, 995], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [633, 995], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [633, 995], ""is_host"": false}]",{},"""633,995;633,995""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""633,995""",FLOAT16,FORMAT_ND,2,91.966176,0.0,0.087532,0.081432,0.0,0.7972,0.472025
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [633, 995], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [633, 995], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [633, 995], ""is_host"": false}]",{},"""633,995;633,995""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""633,995""",INT32,FORMAT_ND,2,184.925,0.0,0.087126,0.045416,0.0,0.850035,0.51095
