Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [462, 398], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [462, 398], ""is_host"": false}]",{},"""462,398""",FLOAT16,FORMAT_ND,"""462,398""",FLOAT16,FORMAT_ND,2,21.075,0.0,0.180867,0.029342,0.0,0.750506,0.680134
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [462, 398], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [462, 398], ""is_host"": false}]",{},"""462,398""",FLOAT,FORMAT_ND,"""462,398""",FLOAT,FORMAT_ND,2,38.721324,0.0,0.254002,0.011166,0.0,0.851465,0.834052
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [462, 398], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [462, 398], ""is_host"": false}]",{},"""462,398""",INT32,FORMAT_ND,"""462,398""",INT32,FORMAT_ND,2,32.541912,0.0,0.228348,0.012925,0.0,0.894435,0.773121
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 352, 512, 450], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 352, 512, 450], ""is_host"": false}]",{},"""1,352,512,450""",FLOAT16,FORMAT_ND,"""1,352,512,450""",FLOAT16,FORMAT_ND,2,6889.360294,0.0,0.244197,0.012143,0.0,0.999456,0.909278
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1, 352, 512, 450], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1, 352, 512, 450], ""is_host"": false}]",{},"""1,352,512,450""",FLOAT,FORMAT_ND,"""1,352,512,450""",FLOAT,FORMAT_ND,2,13751.421324,0.0,0.308503,0.012329,0.0,0.999623,0.901251
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1, 352, 512, 450], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1, 352, 512, 450], ""is_host"": false}]",{},"""1,352,512,450""",INT32,FORMAT_ND,"""1,352,512,450""",INT32,FORMAT_ND,2,13791.659559,0.0,0.235386,0.010604,0.0,0.999648,0.902342
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [222, 504, 510], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [222, 504, 510], ""is_host"": false}]",{},"""222,504,510""",FLOAT16,FORMAT_ND,"""222,504,510""",FLOAT16,FORMAT_ND,2,4843.8625,0.0,0.244364,0.010442,0.0,0.999169,0.899437
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [222, 504, 510], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [222, 504, 510], ""is_host"": false}]",{},"""222,504,510""",FLOAT,FORMAT_ND,"""222,504,510""",FLOAT,FORMAT_ND,2,9704.404412,0.0,0.307606,0.010586,0.0,0.999502,0.901047
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [222, 504, 510], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [222, 504, 510], ""is_host"": false}]",{},"""222,504,510""",INT32,FORMAT_ND,"""222,504,510""",INT32,FORMAT_ND,2,9706.935294,0.0,0.235316,0.008305,0.0,0.999521,0.8974
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [270, 68, 470], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [270, 68, 470], ""is_host"": false}]",{},"""270,68,470""",FLOAT16,FORMAT_ND,"""270,68,470""",FLOAT16,FORMAT_ND,2,739.697794,0.0,0.242128,0.009704,0.0,0.993993,0.888059
