,Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
29,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [134, 29, 61, 214], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [29], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [29], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [134, 29, 61, 214], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [134, 29, 61, 214], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [134, 29, 61, 214], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""134,29,61,214;29;29""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""134,29,61,214;134,1,1,214;134,1,1,214""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,530518.173529,0.0,0.656043,0.138942,0.0,0.556287,0.101553
30,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96, 28, 37, 484], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96, 28, 37, 484], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96, 28, 37, 484], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96, 28, 37, 484], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""96,28,37,484;28;28""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""96,28,37,484;96,1,1,484;96,1,1,484""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,352797.158824,0.0,0.657345,0.145583,0.0,0.525123,0.139039
31,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [141, 106, 94, 29], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [106], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [106], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [141, 106, 94, 29], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [141, 106, 94, 29], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [141, 106, 94, 29], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""141,106,94,29;106;106""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""141,106,94,29;141,1,1,29;141,1,1,29""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1361656.755882,0.0,0.462756,0.141681,0.0,0.807728,0.128251
32,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [974, 23, 408, 7], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [23], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [974, 23, 408, 7], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [974, 23, 408, 7], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [974, 23, 408, 7], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""974,23,408,7;23;23""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""974,23,408,7;974,1,1,7;974,1,1,7""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,9379681.511765,0.0,0.510191,0.141427,0.0,0.662062,0.112765
33,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [61, 387, 104, 18], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [387], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [387], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [61, 387, 104, 18], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [61, 387, 104, 18], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [61, 387, 104, 18], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""61,387,104,18;387;387""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""61,387,104,18;61,1,1,18;61,1,1,18""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,107221.910294,0.0,0.882942,0.124985,0.0,0.50231,0.177088
34,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [35, 1296, 252, 5], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1296], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1296], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [35, 1296, 252, 5], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [35, 1296, 252, 5], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [35, 1296, 252, 5], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""35,1296,252,5;1296;1296""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""35,1296,252,5;35,1,1,5;35,1,1,5""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,11866883.735294,0.0,0.503512,0.13872,0.0,0.139063,0.11096
35,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [610, 44, 9, 146], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [44], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [44], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [610, 44, 9, 146], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [610, 44, 9, 146], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [610, 44, 9, 146], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""610,44,9,146;44;44""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""610,44,9,146;610,1,1,146;610,1,1,146""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,444390.944118,0.0,0.628382,0.14076,0.0,0.501041,0.124278
36,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [133, 34, 147, 67], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [34], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [34], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [133, 34, 147, 67], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [133, 34, 147, 67], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [133, 34, 147, 67], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""133,34,147,67;34;34""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""133,34,147,67;133,1,1,67;133,1,1,67""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1116981.072059,0.0,0.638252,0.10873,0.0,0.449629,0.082343
37,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [90, 162, 121, 23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [162], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [162], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [90, 162, 121, 23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [90, 162, 121, 23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [90, 162, 121, 23], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""90,162,121,23;162;162""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""90,162,121,23;90,1,1,23;90,1,1,23""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1680722.704412,0.0,0.462768,0.135473,0.0,0.822662,0.127416
38,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [44, 222, 10, 351], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [222], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [222], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [44, 222, 10, 351], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [44, 222, 10, 351], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [44, 222, 10, 351], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""44,222,10,351;222;222""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""44,222,10,351;44,1,1,351;44,1,1,351""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,223470.301471,0.0,0.669975,0.132702,0.0,0.440647,0.134329
39,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [679, 13, 332, 14], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [13], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [13], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [679, 13, 332, 14], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [679, 13, 332, 14], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [679, 13, 332, 14], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""679,13,332,14;13;13""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""679,13,332,14;679,1,1,14;679,1,1,14""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,100055.988235,0.0,0.898164,0.148103,0.0,0.38937,0.144253
40,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [232, 99, 4, 481], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [99], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [99], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [232, 99, 4, 481], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [232, 99, 4, 481], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [232, 99, 4, 481], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""232,99,4,481;99;99""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""232,99,4,481;232,1,1,481;232,1,1,481""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,252879.930882,0.0,0.701341,0.131667,0.0,0.422677,0.14178
41,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [18, 116, 62, 261], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [116], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [116], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [18, 116, 62, 261], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [18, 116, 62, 261], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [18, 116, 62, 261], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""18,116,62,261;116;116""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""18,116,62,261;18,1,1,261;18,1,1,261""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,264053.476471,0.0,0.663287,0.132678,0.0,0.477413,0.119649
42,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [35, 472, 7, 465], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [472], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [472], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [35, 472, 7, 465], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [35, 472, 7, 465], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [35, 472, 7, 465], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""35,472,7,465;472;472""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""35,472,7,465;35,1,1,465;35,1,1,465""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,296188.073529,0.0,0.69172,0.120636,0.0,0.444495,0.138214
43,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [214, 207, 16, 86], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [207], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [207], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [214, 207, 16, 86], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [214, 207, 16, 86], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [214, 207, 16, 86], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""214,207,16,86;207;207""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""214,207,16,86;214,1,1,86;214,1,1,86""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,139560.220588,0.0,0.861205,0.153211,0.0,0.481788,0.182771
44,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [31, 31, 945, 56], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [31], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [31], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [31, 31, 945, 56], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [31, 31, 945, 56], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [31, 31, 945, 56], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""31,31,945,56;31;31""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""31,31,945,56;31,1,1,56;31,1,1,56""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,960674.672059,0.0,0.435027,0.132154,0.0,0.730263,0.12229
45,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [119, 90, 41, 127], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [90], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [90], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [119, 90, 41, 127], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [119, 90, 41, 127], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [119, 90, 41, 127], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""119,90,41,127;90;90""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""119,90,41,127;119,1,1,127;119,1,1,127""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,758412.951471,0.0,0.638739,0.114698,0.0,0.498691,0.117841
46,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95, 68, 16, 439], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [68], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [68], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95, 68, 16, 439], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95, 68, 16, 439], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95, 68, 16, 439], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""95,68,16,439;68;68""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""95,68,16,439;95,1,1,439;95,1,1,439""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,108902.320588,0.0,0.792919,0.059157,0.0,0.385389,0.161465
47,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [70, 207, 8, 567], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [207], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [207], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [70, 207, 8, 567], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [70, 207, 8, 567], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [70, 207, 8, 567], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""70,207,8,567;207;207""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""70,207,8,567;70,1,1,567;70,1,1,567""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,144002.889706,0.0,0.923808,0.092018,0.0,0.423705,0.156185
48,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [146, 12, 178, 124], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [146, 12, 178, 124], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [146, 12, 178, 124], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [146, 12, 178, 124], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""146,12,178,124;12;12""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""146,12,178,124;146,1,1,124;146,1,1,124""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,621990.277941,0.0,0.659032,0.129773,0.0,0.479376,0.078468
49,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [140, 40, 45, 217], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [40], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [40], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [140, 40, 45, 217], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [140, 40, 45, 217], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [140, 40, 45, 217], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""140,40,45,217;40;40""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""140,40,45,217;140,1,1,217;140,1,1,217""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,471650.764706,0.0,0.638306,0.127304,0.0,0.484759,0.123985
50,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 176, 172, 167], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [176], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [176], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 176, 172, 167], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 176, 172, 167], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 176, 172, 167], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""8,176,172,167;176;176""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""8,176,172,167;8,1,1,167;8,1,1,167""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,454075.347059,0.0,0.655037,0.148573,0.0,0.438623,0.102221
51,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [138, 105, 32, 88], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [105], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [105], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [138, 105, 32, 88], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [138, 105, 32, 88], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [138, 105, 32, 88], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""138,105,32,88;105;105""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""138,105,32,88;138,1,1,88;138,1,1,88""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,69948.326471,0.0,0.985742,0.094737,0.0,0.19056,0.129403
52,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [98, 5, 420, 228], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [5], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [5], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [98, 5, 420, 228], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [98, 5, 420, 228], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [98, 5, 420, 228], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""98,5,420,228;5;5""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""98,5,420,228;98,1,1,228;98,1,1,228""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,111478.230882,0.0,0.783624,0.067359,0.0,0.373239,0.151068
53,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [10, 21, 488, 430], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [10, 21, 488, 430], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [10, 21, 488, 430], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [10, 21, 488, 430], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""10,21,488,430;21;21""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""10,21,488,430;10,1,1,430;10,1,1,430""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,102598.398529,0.0,0.879938,0.191444,0.0,0.379584,0.113337
54,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14, 160, 119, 227], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [160], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [160], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14, 160, 119, 227], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14, 160, 119, 227], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14, 160, 119, 227], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""14,160,119,227;160;160""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""14,160,119,227;14,1,1,227;14,1,1,227""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,557779.770588,0.0,0.664488,0.127389,0.0,0.43206,0.12152
