Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [763, 1629], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""763,1629""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,139.45,0.0,0.958883,0.026934,0.0,0.48416,0.002172
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [208], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""208""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,2.479412,0.0,0.103203,0.063464,0.0,0.391459,0.122183
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [208], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""208""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,1.161765,0.0,0.183544,0.118987,0.0,0.36962,0.093671
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1675], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""1675""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,2.189706,0.0,0.261249,0.072532,0.0,0.343183,0.138348
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1675], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""1675""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,1.35,0.0,0.265795,0.115468,0.0,0.358388,0.08061
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 87, 76, 14, 32], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""19,87,76,14,32""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,13103.689706,0.0,0.99117,0.019253,0.0,0.413969,8e-06
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19, 87, 76, 14, 32], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""19,87,76,14,32""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,5191.052941,0.0,0.988421,0.024903,0.0,0.524269,5.8e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1116], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""1116""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,2.779412,0.0,0.162963,0.057672,0.0,0.386243,0.108995
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1116], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""1116""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,1.705882,0.0,0.173276,0.092241,0.0,0.412931,0.180172
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [145, 454, 149], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""145,454,149""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,2318.872059,0.0,0.988883,0.02085,0.0,0.420396,4.7e-05
